id,task,type,input,output,source
T0188,COMPLETION_MEDIUM,SPA,"11.3	제한의 예외.  제11.2조에 의한 매도인의 손해배상책임 제한은, (i) [BLANK] 경우에는 적용하지 아니하며, 제11.2조 제(d)항에 의한 매도인의 손해배상책임 제한은 제6.2조 제(o)항(환경, 보건, 안전 등)에 규정된 진술 및 보장 위반에 의하여 매수인 및/또는 대상회사에게 발생하는 손해에는 적용하지 아니한다.",근본적 진술 및 보장 위반에 의하여 매수인 및/또는 대상회사(본 조에 한하여 해외 종속회사 포함)에게 발생하는 모든 손해 및 (ii) 매수인 및/또는 대상회사에게 발생한 손해가 매도인의 고의적인 기망행위로 인하여 발생한,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0189,COMPLETION_HARD,SPA,"11.3	제한의 예외.  제11.2조에 의한 매도인의 손해배상책임 제한은,","11.3	제한의 예외.  제11.2조에 의한 매도인의 손해배상책임 제한은, (i) 근본적 진술 및 보장 위반에 의하여 매수인 및/또는 대상회사(본 조에 한하여 해외 종속회사 포함)에게 발생하는 모든 손해 및 (ii) 매수인 및/또는 대상회사에게 발생한 손해가 매도인의 고의적인 기망행위로 인하여 발생한 경우에는 적용하지 아니하며, 제11.2조 제(d)항에 의한 매도인의 손해배상책임 제한은 제6.2조 제(o)항(환경, 보건, 안전 등)에 규정된 진술 및 보장 위반에 의하여 매수인 및/또는 대상회사에게 발생하는 손해에는 적용하지 아니한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0190,COMPLETION_EASY,SPA,"본 계약의 다른 조항에도 불구하고,
(a)	본 계약에서 달리 정하지 아니하는 이상 [BLANK] 에 관한 법리는 민법 및 상법에서 정해진 바에 따라 의한다. 피배상당사자는 합리적으로 판단하여 손해를 발생시킬 수 있는 사유가 있음을 인지한 때에는 그로 인한 손해를 최소화하기 위하여 모든 합리적인 조치를 취해야 한다.",손해배상,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0191,COMPLETION_MEDIUM,SPA,"본 계약의 다른 조항에도 불구하고,
(a)	본 계약에서 달리 정하지 아니하는 이상 손해배상에 관한 법리는 [BLANK] 에 따라 의한다. 피배상당사자는 합리적으로 판단하여 손해를 발생시킬 수 있는 사유가 있음을 인지한 때에는 그로 인한 손해를 최소화하기 위하여 모든 합리적인 조치를 취해야 한다.",법리는 민법 및 상법에서 정해진 바,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0192,COMPLETION_HARD,SPA,"11.3 제한의 예외.  제11.2조에 의한 매도인의 손해배상책임 제한은, (i) 근본적 진술 및 보장 위반에 의하여 매수인 및/또는 대상회사(본 조에 한하여 해외 종속회사 포함)에게 발생하는 모든 손해 및 (ii) 매수인 및/또는 대상회사에게 발생한 손해가 매도인의 고의적인 기망행위로 인하여 발생한 경우에는 적용하지 아니하며, 제11.2조 제(d)항에 의한 매도인의 손해배상책임 제한은 제6.2조 제(o)항(환경, 보건, 안전 등)에 규정된 진술 및 보장 위반에 의하여 매수인 및/또는 대상회사에게 발생하는 손해에는 적용하지 아니한다. 본 계약의 다른 조항에도 불구하고, 본 계약에서 달리 정하지 아니하는 이상","11.3 제한의 예외.  제11.2조에 의한 매도인의 손해배상책임 제한은, (i) 근본적 진술 및 보장 위반에 의하여 매수인 및/또는 대상회사(본 조에 한하여 해외 종속회사 포함)에게 발생하는 모든 손해 및 (ii) 매수인 및/또는 대상회사에게 발생한 손해가 매도인의 고의적인 기망행위로 인하여 발생한 경우에는 적용하지 아니하며, 제11.2조 제(d)항에 의한 매도인의 손해배상책임 제한은 제6.2조 제(o)항(환경, 보건, 안전 등)에 규정된 진술 및 보장 위반에 의하여 매수인 및/또는 대상회사에게 발생하는 손해에는 적용하지 아니한다. 본 계약의 다른 조항에도 불구하고,
(a)	본 계약에서 달리 정하지 아니하는 이상 손해배상에 관한 법리는 민법 및 상법에서 정해진 바에 따라 의한다. 피배상당사자는 합리적으로 판단하여 손해를 발생시킬 수 있는 사유가 있음을 인지한 때에는 그로 인한 손해를 최소화하기 위하여 모든 합리적인 조치를 취해야 한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0193,COMPLETION_EASY,SPA,"(a)	제11.1조에 명시된 피배상당사자의 배상을 받을 권리는 본 계약에서 명시적으로 규정하고 있는 경우를 제외하고, 피배상당사자의 유일하고 배타적인 구제수단을 구성한다. 본 계약에서 명시적으로 규정하고 있는 경우를 제외하고, 피배상당사자는 거래종결 여부를 불문하고 본 계약과 관련하여 배상당사자에게 본 계약 제11조에서 규정된 것 이외의 방법으로 여하한 [BLANK]을 물을 수 없다.","민사상, 형사상의 책임",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0194,COMPLETION_MEDIUM,SPA,"(a)	제11.1조에 명시된 피배상당사자의 배상을 받을 권리는 본 계약에서 명시적으로 규정하고 있는 경우를 제외하고, 피배상당사자의 유일하고 배타적인 구제수단을 구성한다. 본 계약에서 명시적으로 규정하고 있는 경우를 제외하고, [BLANK] 이외의 방법으로 여하한 민사상, 형사상의 책임을 물을 수 없다.",피배상당사자는 거래종결 여부를 불문하고 본 계약과 관련하여 배상당사자에게 본 계약 제11조에서 규정된 것,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0195,COMPLETION_HARD,SPA,제11.1조에 명시된 피배상당사자의 배상을 받을 권리는 본 계약에서 명시적으로 규정하고 있는 경우를 제외하고,"(a)	제11.1조에 명시된 피배상당사자의 배상을 받을 권리는 본 계약에서 명시적으로 규정하고 있는 경우를 제외하고, 피배상당사자의 유일하고 배타적인 구제수단을 구성한다. 본 계약에서 명시적으로 규정하고 있는 경우를 제외하고, 피배상당사자는 거래종결 여부를 불문하고 본 계약과 관련하여 배상당사자에게 본 계약 제11조에서 규정된 것 이외의 방법으로 여하한 민사상, 형사상의 책임을 물을 수 없다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0196,COMPLETION_EASY,SPA,"(d)	[BLANK] 가 본 계약에 따라 배상되는 손해에 대하여 제3자로부터 보험금 등의 금전이나 이익을 지급 또는 제공받거나 그러한 금전이나 이익을 지급 또는 제공받을 권리를 갖게 되는 경우, 그러한 금전이나 이익의 액수만큼 [BLANK] 에게 지급할 손해배상액은 감액된다",피배상당사자,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0197,COMPLETION_MEDIUM,SPA,"(d)	피배상당사자가 본 계약에 따라 배상되는 손해에 대하여 제3자로부터 보험금 등의 금전이나 이익을 지급 또는 제공받거나 그러한 금전이나 이익을 지급 또는 제공받을 권리를 갖게 되는 경우, 그러한 금전이나 이익의 액수(단, 피배상당사자가 보험금을 지급받기 위하여 소요된 보험료, 법률자문비용, 소송비용 기타 합리적인 비용 상당액은 공제함)만큼 배상당사자가 피배상당사자에게 지급할 손해배상액은 감액된다. 배상당사자가 본 계약에 따른 손해배상책임을 이행한 이후 피배상당사자가 본 계약에 따라 배상되는 손해에 대하여 제3자로부터 보험금 등의 금전이나 이익을 지급 또는 제공받는 경우, 피배상당사자는 지체없이 [BLANK] 을 배상당사자에게 지급하여야 한다.",배상당사자로부터 배상받은 금액과 제3자로부터 지급 또는 제공받은 금전이나 이익의 액수 합계에서 실제 피배상당사자에게 발생한 손해를 초과하는 금액,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0198,COMPLETION_HARD,SPA,"(d)	피배상당사자가 본 계약에 따라 배상되는 손해에 대하여 제3자로부터 보험금 등의 금전이나 이익을 지급 또는 제공받거나 그러한 금전이나 이익을 지급 또는 제공받을 권리를 갖게 되는 경우","(d)	피배상당사자가 본 계약에 따라 배상되는 손해에 대하여 제3자로부터 보험금 등의 금전이나 이익을 지급 또는 제공받거나 그러한 금전이나 이익을 지급 또는 제공받을 권리를 갖게 되는 경우, 그러한 금전이나 이익의 액수(단, 피배상당사자가 보험금을 지급받기 위하여 소요된 보험료, 법률자문비용, 소송비용 기타 합리적인 비용 상당액은 공제함)만큼 배상당사자가 피배상당사자에게 지급할 손해배상액은 감액된다. 배상당사자가 본 계약에 따른 손해배상책임을 이행한 이후 피배상당사자가 본 계약에 따라 배상되는 손해에 대하여 제3자로부터 보험금 등의 금전이나 이익을 지급 또는 제공받는 경우, 피배상당사자는 지체없이 배상당사자로부터 배상받은 금액과 제3자로부터 지급 또는 제공받은 금전이나 이익의 액수 합계에서 실제 피배상당사자에게 발생한 손해를 초과하는 금액을 배상당사자에게 지급하여야 한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0199,COMPLETION_EASY,SPA,"11.5	제3자의 청구.  피배상당사자에 대하여 제3자가 본 계약상 배상당사자의 배상책임을 야기할 가능성이 있는 청구를 제기하는 경우, 피배상당사자는 그와 같은 청구를 실제로 알게 된 후 현실적으로 가능한 빠른 시간 내에, 배상당사자에게 이를 알리는 [BLANK] 를 발송하여야 하고, 배상당사자가 자신의 비용으로 해당 청구 또는 그로 인한 소송의 방어를 담당할 수 있도록 허용하여야 한다. 다만, 이 경우에도 피배상당사자는 그 방어에 자신의 비용으로 참여할 수 있으며, 배상당사자가 피배상당사자의 통지 해태로 인해 실제로 손해를 입은 경우를 제외하고, 피배상당사자가 위의 통지를 해태한 경우에도 배상당사자의 본 계약상 손해배상책임은 면제되지 않는다.",서면 통지,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0200,COMPLETION_MEDIUM,SPA,"11.5	제3자의 청구.  피배상당사자에 대하여 제3자가 본 계약상 배상당사자의 배상책임을 야기할 가능성이 있는 청구를 제기하는 경우, 피배상당사자는 그와 같은 청구를 실제로 알게 된 후 현실적으로 가능한 빠른 시간 내에, 배상당사자에게 이를 알리는 서면 통지를 발송하여야 하고, 배상당사자가 자신의 비용으로 해당 청구 또는 그로 인한 소송의 방어를 담당할 수 있도록 허용하여야 한다. 다만, 이 경우에도 피배상당사자는 그 방어에 자신의 비용으로 참여할 수 있으며, [BLANK] 경우를 제외하고, 피배상당사자가 위의 통지를 해태한 경우에도 배상당사자의 본 계약상 손해배상책임은 면제되지 않는다.",배상당사자가 피배상당사자의 통지 해태로 인해 실제로 손해를 입은,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0201,COMPLETION_HARD,SPA,"11.5	제3자의 청구.  피배상당사자에 대하여 제3자가 본 계약상 배상당사자의 배상책임을 야기할 가능성이 있는 청구를 제기하는","11.5	제3자의 청구.  피배상당사자에 대하여 제3자가 본 계약상 배상당사자의 배상책임을 야기할 가능성이 있는 청구를 제기하는 경우, 피배상당사자는 그와 같은 청구를 실제로 알게 된 후 현실적으로 가능한 빠른 시간 내에, 배상당사자에게 이를 알리는 서면 통지를 발송하여야 하고, 배상당사자가 자신의 비용으로 해당 청구 또는 그로 인한 소송의 방어를 담당할 수 있도록 허용하여야 한다. 다만, 이 경우에도 피배상당사자는 그 방어에 자신의 비용으로 참여할 수 있으며, 배상당사자가 피배상당사자의 통지 해태로 인해 실제로 손해를 입은 경우를 제외하고, 피배상당사자가 위의 통지를 해태한 경우에도 배상당사자의 본 계약상 손해배상책임은 면제되지 않는다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0202,COMPLETION_EASY,SPA,"[BLANK] 의 사전 서면 동의가 있는 경우를 제외하고, 배상당사자는 위의 청구 또는 소송의 방어 절차에서 피배상당사자에게 영향을 미치는 비금전적 의무를 포함하거나, 기타 피배상당사자를 위의 청구 또는 소송과 관련된 모든 책임으로부터 완전히 면책하지 않는 내용의 조정이나 화해를 할 수 없다.",피배상당사자,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0203,COMPLETION_MEDIUM,SPA,"피배상당사자의 사전 서면 동의가 있는 경우를 제외하고, 배상당사자는 위의 청구 또는 소송의 방어 절차에서 피배상당사자에게 영향을 미치는 비금전적 의무를 포함하거나, 기타 피배상당사자를 위의 청구 또는 소송과 관련된 [BLANK] 를 할 수 없다. 배상당사자가 피배상당사자로부터 위 통지를 수령한 날로부터 [30]일이 경과한 날까지 자신이 위의 청구 또는 소송의 방어를 담당하겠다는 서면 통지를 피배상당사자에게 하지 않거나, 또는 자신이 청구 또는 소송의 방어를 담당하지 않겠다는 서면 통지를 피배상당사자에게 한 경우, 피배상당사자는 그 청구 또는 소송의 방어를 담당할 권한을 가진다",모든 책임으로부터 완전히 면책하지 않는 내용의 조정이나 화해,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0204,COMPLETION_HARD,SPA,"피배상당사자의 사전 서면 동의가 있는 경우를 제외하고, 배상당사자는 위의 청구 또는 소송의 방어 절차에서 피배상당사자에게 영향을 미치는 비금전적 의무를 포함하거나","피배상당사자의 사전 서면 동의가 있는 경우를 제외하고, 배상당사자는 위의 청구 또는 소송의 방어 절차에서 피배상당사자에게 영향을 미치는 비금전적 의무를 포함하거나, 기타 피배상당사자를 위의 청구 또는 소송과 관련된 모든 책임으로부터 완전히 면책하지 않는 내용의 조정이나 화해를 할 수 없다. 배상당사자가 피배상당사자로부터 위 통지를 수령한 날로부터 [30]일이 경과한 날까지 자신이 위의 청구 또는 소송의 방어를 담당하겠다는 서면 통지를 피배상당사자에게 하지 않거나, 또는 자신이 청구 또는 소송의 방어를 담당하지 않겠다는 서면 통지를 피배상당사자에게 한 경우, 피배상당사자는 그 청구 또는 소송의 방어를 담당할 권한을 가진다. 다만, 배상당사자의 사전 서면 동의가 있는 경우를 제외하고(단, 이 동의는 불합리하게 거부 또는 지연될 수 없음), 피배상당사자는 위의 청구 또는 소송의 방어 절차에서 조정이나 화해를 할 수 없다. 배상당사자와 피배상당사자는 위 청구 또는 소송의 방어를 위해 자신의 문서와 기록에 대해 상대방에게 합리적인 접근을 허용하는 것을 포함하여, 합리적인 범위에서 상호 협조해야 한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0205,COMPLETION_EASY,SPA,"13.1	매수인은 제12조에서 정하는 경우를 제외하고, 제6조에 따른 매도인의 진술 및 보장 위반과 관련하여 발생한 여하한 손해에 대하여 매도인에게 일체의 손해배상을 청구할 수 없고, 해당 손해는 본 조에 따른 진술 및 보장 보험에 따라 [BLANK] 에게 보상을 청구하여야 한다. 진술 및 보장 보험은 매도인의 진술 및 보장의 위반 또는 부정확성에 대한 매수인의 유일하고 배타적인 구제수단이다. 명확히 하면, 매수인이 진술 및 보장 보험에 실제로 가입하였는지 여부, 해당 진술 및 보장 보험이 유효한지 여부, 제12조에 따른 경우를 제외하고 해당 진술 및 보장 보험에 따라 매수인이 진술 및 보장 보험회사에게 보상을 청구하는 것이 가능한지 여부와 무관하게, 매수인은 [BLANK] 대하여 매도인에게 일체의 손해배상을 청구할 수 없다.",진술 및 보장 보험회사,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0206,COMPLETION_MEDIUM,SPA,"13.1	매수인은 제12조에서 정하는 경우를 제외하고, [BLANK] 대하여 매도인에게 일체의 손해배상을 청구할 수 없고, 해당 손해는 본 조에 따른 진술 및 보장 보험에 따라 진술 및 보장 보험회사에게 보상을 청구하여야 한다. 진술 및 보장 보험은 매도인의 진술 및 보장의 위반 또는 부정확성에 대한 매수인의 유일하고 배타적인 구제수단이다. 명확히 하면, 매수인이 진술 및 보장 보험에 실제로 가입하였는지 여부, 해당 진술 및 보장 보험이 유효한지 여부, 제12조에 따른 경우를 제외하고 해당 진술 및 보장 보험에 따라 매수인이 진술 및 보장 보험회사에게 보상을 청구하는 것이 가능한지 여부와 무관하게, 매수인은 [BLANK] 대하여 매도인에게 일체의 손해배상을 청구할 수 없다.",매도인의 진술 및 보장 위반과 관련하여 발생한 여하한 손해,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0207,COMPLETION_HARD,SPA,"13.1	매수인은 제12조에서 정하는 경우를 제외하고, 제6조에 따른 매도인의 진술 및 보장 위반과 관련하여","13.1	매수인은 제12조에서 정하는 경우를 제외하고, 제6조에 따른 매도인의 진술 및 보장 위반과 관련하여 발생한 여하한 손해에 대하여 매도인에게 일체의 손해배상을 청구할 수 없고, 해당 손해는 본 조에 따른 진술 및 보장 보험에 따라 진술 및 보장 보험회사에게 보상을 청구하여야 한다. 진술 및 보장 보험은 매도인의 진술 및 보장의 위반 또는 부정확성에 대한 매수인의 유일하고 배타적인 구제수단이다. 명확히 하면, 매수인이 진술 및 보장 보험에 실제로 가입하였는지 여부, 해당 진술 및 보장 보험이 유효한지 여부, 제12조에 따른 경우를 제외하고 해당 진술 및 보장 보험에 따라 매수인이 진술 및 보장 보험회사에게 보상을 청구하는 것이 가능한지 여부와 무관하게, 매수인은 제6조에 따른 매도인의 진술 및 보장 위반과 관련하여 발생한 여하한 손해에 대하여 매도인에게 일체의 손해배상을 청구할 수 없다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0208,COMPLETION_EASY,SPA,"13.3	매수인은 (i) 진술 및 보장 보험을 가입함에 있어서, 매도인의 [BLANK] 로 인한 경우를 제외하고는, [BLANK]  조건으로 보험에 가입하여야 하고, (ii) 매도인의 사전 서면 동의 없이는 매도인에게 불리한 영향을 미칠 수 있는 진술 및 보장 보험 증권의 추가 체결, 갱신, 수정, 변경, 해지, 철회 또는 권리의 양도, 포기 등을 할 수 없다.",사기,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0209,COMPLETION_MEDIUM,SPA,"13.3	매수인은 (i) 진술 및 보장 보험을 가입함에 있어서, 매도인의 사기로 인한 경우를 제외하고는, [BLANK]  조건으로 보험에 가입하여야 하고, (ii) 매도인의 사전 서면 동의 없이는 매도인에게 불리한 영향을 미칠 수 있는 진술 및 보장 보험 증권의 추가 체결, 갱신, 수정, 변경, 해지, 철회 또는 권리의 양도, 포기 등을 할 수 없다.",진술 및 보장 보험회사가 매도인에 대하여 보험자대위 기타 어떠한 청구권도 행사할 수 없는,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0210,COMPLETION_HARD,SPA,"13.3	매수인은 (i) 진술 및 보장 보험을 가입함에 있어서, 매도인의 사기로 인한 경우를 제외하고는,","13.3	매수인은 (i) 진술 및 보장 보험을 가입함에 있어서, 매도인의 사기로 인한 경우를 제외하고는, 진술 및 보장 보험회사가 매도인에 대하여 보험자대위 기타 어떠한 청구권도 행사할 수 없는 조건으로 보험에 가입하여야 하고, (ii) 매도인의 사전 서면 동의 없이는 매도인에게 불리한 영향을 미칠 수 있는 진술 및 보장 보험 증권의 추가 체결, 갱신, 수정, 변경, 해지, 철회 또는 권리의 양도, 포기 등을 할 수 없다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0211,COMPLETION_EASY,SPA,"14.1	본 계약 체결일 이후 [?]년 동안 각 당사자는 본 계약의 내용 및 본 계약의 협상과 관련한 정보를 엄격하게 비밀로 취급하고, 이를 공개하거나 본 계약과 무관한 목적으로 이용하지 않아야 한다. 단, 다음 각항에 정한 사유가 있는 경우는 예외로 한다.
(a)	법령 또는 정부기관의 명령에 의하여 공개 또는 이용이 요구되는 경우
(b)	본 계약 또는 본 계약에 따라 체결된 기타 계약으로부터 발생된 사법절차 또는 행정절차에서 공개 또는 이용이 요구되는 경우
(c)	본건 거래에 대한 평가 및 승인, 본 계약의 체결 및 이행을 위해 필요한 범위 내에서 각 당사자의 임직원, 자문사 및 대리인에게 제공하는 경우(단, 해당 당사자는 본 항에 따라 정보를 수령하는 임직원 등에게 비밀유지의무를 부담시켜야 함)   
(d)	[BLANK] 또는 본 계약 위반 없이 해당 정보가 이미 공개된 경우",비밀유지확약서,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0212,COMPLETION_MEDIUM,SPA,"14.1	본 계약 체결일 이후 [?]년 동안 각 당사자는 본 계약의 내용 및 본 계약의 협상과 관련한 정보를 엄격하게 비밀로 취급하고, 이를 공개하거나 본 계약과 무관한 목적으로 이용하지 않아야 한다. 단, 다음 각항에 정한 사유가 있는 경우는 예외로 한다.
(a)	법령 또는 정부기관의 명령에 의하여 공개 또는 이용이 요구되는 경우
(b)	본 계약 또는 본 계약에 따라 체결된 기타 계약으로부터 발생된 사법절차 또는 행정절차에서 공개 또는 이용이 요구되는 경우
(c)	[BLANK]  내에서 각 당사자의 임직원, 자문사 및 대리인에게 제공하는 경우(단, 해당 당사자는 본 항에 따라 정보를 수령하는 임직원 등에게 비밀유지의무를 부담시켜야 함)   
(d)	비밀유지확약서(제14.2조에서 정의함) 또는 본 계약 위반 없이 해당 정보가 이미 공개된 경우","본건 거래에 대한 평가 및 승인, 본 계약의 체결 및 이행을 위해 필요한 범위",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0213,COMPLETION_HARD,SPA,"14.1	본 계약 체결일 이후 [?]년 동안 각 당사자는 본 계약의 내용 및 본 계약의 협상과 관련한 정보를 엄격하게 비밀로 취급하고, 이를 공개하거나 본 계약과 무관한 목적으로 이용하지 않아야 한다. 단, 다음 각항에 정한 사유가 있는 경우는 예외로 한다.","14.1	본 계약 체결일 이후 [?]년 동안 각 당사자는 본 계약의 내용 및 본 계약의 협상과 관련한 정보를 엄격하게 비밀로 취급하고, 이를 공개하거나 본 계약과 무관한 목적으로 이용하지 않아야 한다. 단, 다음 각항에 정한 사유가 있는 경우는 예외로 한다.
(a)	법령 또는 정부기관의 명령에 의하여 공개 또는 이용이 요구되는 경우
(b)	본 계약 또는 본 계약에 따라 체결된 기타 계약으로부터 발생된 사법절차 또는 행정절차에서 공개 또는 이용이 요구되는 경우
(c)	본건 거래에 대한 평가 및 승인, 본 계약의 체결 및 이행을 위해 필요한 범위 내에서 각 당사자의 임직원, 자문사 및 대리인에게 제공하는 경우(단, 해당 당사자는 본 항에 따라 정보를 수령하는 임직원 등에게 비밀유지의무를 부담시켜야 함)   
(d)	비밀유지확약서(제14.2조에서 정의함) 또는 본 계약 위반 없이 해당 정보가 이미 공개된 경우",
T0214,DEFINITION,NDA,"비밀유지확약서 상에서 사용되는 용어인 ""계열회사""란?",독점규제와 공정거래에 관한 법률에 규정된 의미,"SY_WORK-#7984404-Sample NDA_(Kor, Unilateral)"
T0215,DEFINITION,NDA,"비밀유지확약서 상에서 사용되는 용어인 ""비밀정보""란?","(i) 본 확약서 체결 전후를 불문하고 매각주체, 대상회사, 본건 거래와 관련하여 당사 및 당사의 대리인들에게 공개되는 모든 정보(제공주체, 제공된 형식, 비밀정보에 대한 표시 여부를 불문함), (ii) 매각주체가 본건 거래의 진행을 고려하고 있는 사실, 본건 거래의 진행 여부, 일정, 구조, 상황, 조건, 당사가 본건 거래와 관련하여 검토, 평가, 논의 또는 참여하고 있다는 사실 또는 매각주체와 그러한 논의가 이루어지고 있다는 내용, (iii) 본 확약서의 존재 및 그 조건, 또는 (iv) 당사 또는 당사의 대리인들이 위 (i) 내지 (iii)의 비밀정보를 이용하여 작성한 평가, 의견, 분석, 편집물, 연구, 요약, 사본 또는 기타 문서들을 의미","SY_WORK-#7984405-Sample NDA_(Kor, Unilateral)"
T0216,DEFINITION,NDA,비밀유지확약서 상에서 사용되는 용어인 “자(者)”란?,"자연인, 사업체, 법인, 회사, 협회, 사단, 조합, 합명회사, 합자회사, 유한회사, 유한책임회사, 합작투자, 사업자, 신탁, 정부 당국 기타 법적 실체를 의미","SY_WORK-#7984406-Sample NDA_(Kor, Unilateral)"
T0217,DEFINITION,NDA,"비밀유지확약서 상에서 비밀정보의 범위 (거래정보)란 무엇이며, 일반적으로 NDA위반이 성립하게 되는 ""거래정보""에는 무엇이 존재하는가?","(ii) 매각주체가 본건 거래의 진행을 고려하고 있는 사실, 본건 거래의 진행 여부, 일정, 구조, 상황, 조건, 당사가 본건 거래와 관련하여 검토, 평가, 논의 또는 참여하고 있다는 사실 또는 매각주체와 그러한 논의가 이루어지고 있다는 내용 , (iii) 본 확약서의 존재 및 그 조건 - (ii) 및 (iii)을 총칭하여 “거래정보(transaction information)”로 정의하는 경우가 많으며, 본건 거래 관련 leakage가 있는 경우 NDA위반을 구성하게 하기 위하여 추가되는 내용. NDA를 일방의 확약이 아닌 양 당사자 간의 계약의 형식으로 가져가는 경우, 매도인에 의한 leakage도 NDA위반에 해당.","SY_WORK-#7984407-Sample NDA_(Kor, Unilateral)"
T0218,DEFINITION,NDA,비밀유지확약서 상에서 비밀정보의 간접적인 지득이란?,"비밀정보를 제3자로부터 지득하였더라도 해당 제3자가 매각주체/대상회사 또는 그 대리인들에게 비밀유지의무를 부담하는 경우, 이는 비밀정보의 간접적인 공개에 해당하게 되고, 따라서 비밀정보의 범위에서 제외될 수 없음. 매각주체/대상회사 등에게 (i) 비밀유지의무를 부담하지 제3자가 제공한 정보이고, (ii) 매수인이 해당 정보에 대하여 제3자에게 비밀유지의무를 부담하지 않는 것을 전제로 NDA의 적용을 면제시켜주는 것","SY_WORK-#7984408-Sample NDA_(Kor, Unilateral)"
T0219,DEFINITION,NDA,"비밀유지확약서 상에서 사용되는 용어인 ""대리인들""이란?","어느 자(者)와 관련하여 그 계열회사, 자(者) 및 자(者)의 계열회사의 각 임직원, 대리인, 대표자 및 변호사, 회계사, 컨설턴트, 금융·세무 및 기타 자문사들을 의미","SY_WORK-#7984409-Sample NDA_(Kor, Unilateral)"
T0220,DEFINITION,NDA,비밀유지확약서 상에서 대상회사가 상장회사인 경우 추가되어야 하는 조항 및 그 사유는?,,"SY_WORK-#7984410-Sample NDA_(Kor, Unilateral)"
T0221,DEFINITION,NDA,비밀유지확약서 상에서 유인금지 기간이란?,"""당사는 비밀정보에 자본시장과 금융투자업에 관한 법률에 따른 미공개중요정보가 포함될 수 있다는 점을 인지하고 이에 동의하며, 관련 법령을 위반하여 귀사나 그 계열회사의 유가증권에 관하여 자본시장과 금융투자업에 관한 법률상 미공개중요정보를 이용한 매매 그 밖의 거래 이용행위를 하지 아니하고, 타인에게 이를 이용하게 하지 않으며, 당사의 대리인, 임직원에게 이를 준수하게 할 것입니다.""의 조항을 추가해야 하며, 해당 조항은 대상회사가 상장회사인 경우에만 추가되는 조항임. 대상회사가 상장회사인 경우 본건 거래의 존재 또는 대상회사 관련 내부정보들이 중요성에 따라 미공개중요정보에 해당할 수 있고, 매수인측 대리인들이 이를 활용할 가능성이 있으므로 매도인 측의 정보제공행위가 잠재적 법위반행위자들에 대한 가담행위로 평가되지 않게 하기 위하여 추가함.","SY_WORK-#7984411-Sample NDA_(Kor, Unilateral)"
